headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
swimming costume,noun,A2,,,Shopping
swimming pool,noun,A1,Leisure activities,,"Free time, entertainment"
swimsuit,noun,A2,,,Shopping
swing,noun,B2,,,
swing,verb,B2,,,
switch,noun,B1,,,
switch,verb,B1,,,
swollen,adjective,B1,,,
sword,noun,B1,,,
syllable,noun,B2,Education,,Language
symbol,noun,A2,,,
symbolic,adjective,B2,,,
sympathetic,adjective,B2,,,
sympathize/sympathise,verb,B2,,,
sympathy,noun,B1,,,
symphony,noun,A2,Arts,,"Free time, entertainment"
symptom,noun,B1,,,
syndrome,noun,B1,Travel and services vocab,,Health and body care
synonym,noun,B2,Education,,
system,noun,A2,,,
systematic,adjective,B1,,,
table,noun,A1,Objects and rooms,,"House and home, environment"
table tennis,noun,A2,,,"Free time, entertainment"
tablecloth,noun,B2,Objects and rooms,,Shopping
tablespoon,noun,A2,,,
tablet,noun,B1,Objects and rooms,,Shopping
tabloid,adjective,B2,,,
tabloid,noun,B2,,,
tack,verb,B2,,,
tackle,verb,B2,,,
tactile,adjective,B2,,,
tag,noun,B2,,,
tail,noun,B2,,,
take,noun,B1,,,
take,verb,A1,,,
takeaway,noun,B1,,,
takeoff/take-off,noun,B1,Travel and services vocab,,Travel
tale,noun,B1,Books and literature,,"Free time, entertainment"
talent,noun,A2,,,
talented,adjective,B1,,,
talk,noun,B1,,,
talk,verb,A1,,,
talkative,adjective,B1,,,
tall,adjective,A1,,,
tame,adjective,B2,,,
tan,noun,B2,,,
tank,noun,B1,,,
tanned,adjective,B2,,,
tap,noun,A2,Objects and rooms,,"House and home, environment"
tap,verb,B2,,,
tape,noun,A2,,,Shopping
tape,verb,B1,,,
target,noun,A2,,,
task,noun,A2,Work and Jobs,,
taste,noun,B1,Food and drink,,Food and drink
taste,verb,B1,,,
tasteless,adjective,B1,,,
tasty,adjective,B1,,,
tatter,noun,B2,Clothes,,
tattoo,noun,B2,,,
taunt,noun,B2,,,
tax,noun,B1,Shopping,,Shopping
taxi,noun,A1,Ways of travelling,,Travel
tea,noun,A1,Food and drink,,Food and drink
teach,verb,A1,,,
teacher,noun,A1,Education,Work and Jobs,Education
teaching,noun,B1,Education,,Education
team,noun,A1,,,"Free time, entertainment"
teammate,noun,B1,,,
teamwork,noun,B1,,,
tear,noun,A2,,,
tear,verb,B1,,,
tease,noun,B1,,,
tease,verb,B2,,,
teaspoon,noun,B2,,,Shopping
technical,adjective,B2,,,
technically,adverb,B2,,,
technique,noun,B1,,,Education
technological,adjective,B1,,,
technology,noun,A1,Work and Jobs,,
teen,noun,B1,Personal information,,Personal identification
teenage,adjective,A2,,,
teenager,noun,A2,Personal information,,Personal identification
telecommunications,noun,B1,Media,Technical and legal language,Services
telegram,noun,B1,Media,,Services
telephone,noun,A1,Objects and rooms,,Services
telephone,verb,A2,,,
telescope,noun,B2,,,
television,noun,A1,Objects and rooms,,"Free time, entertainment"
tell,verb,A1,,,
teller,noun,B1,Work and Jobs,,Personal identification
temper,noun,B1,,,
temperate,adjective,B2,,,
temperature,noun,A2,,,Weather
temple,noun,A1,"Things in the town, shops and shopping",,Personal identification
temporarily,adverb,B2,,,
temporary,adjective,B1,,,
tempt,verb,B1,,,
temptation,noun,B2,,,
ten,number,A1,,,
tend,verb,B1,,,
tendency,noun,B1,,,
tender,adjective,B2,,,
tenderly,adverb,B2,,,
tenderness,noun,B2,,,
tennis,noun,A1,Leisure activities,,"Free time, entertainment"
tense,adjective,B1,,,
tense,noun,B1,,,
tension,noun,B1,,,
tent,noun,B1,Travel and services vocab,,Travel
term,noun,B1,,,
terminal,noun,B1,"Things in the town, shops and shopping",,
terrace,noun,B2,,,"House and home, environment"
terrible,adjective,A1,,,
terribly,adverb,B1,,,
terrific,adjective,B1,,,
terrified,adjective,B1,,,
terrify,verb,A2,,,
terrifying,adjective,B2,,,
territory,noun,B2,Nationalities and countries,,
terror,noun,B1,,,
terrorism,noun,B1,"News, lifestyles and current affairs",,
terrorist,adjective,A2,,,
terrorist,noun,B1,"News, lifestyles and current affairs",,Personal identification
test,noun,A1,Education,,Education
test,verb,B2,,,
testify,verb,B2,,,
testimony,noun,B2,,,
text,noun,A2,Education,,Language
text,verb,A2,,,
text message,noun,A2,,,Language
textbook,noun,A2,,,Education
than,conjunction,A1,,,
than,preposition,A1,,,
thank,verb,A1,,,
thankful,adjective,B1,,,
thanks,noun,A1,,,
that,adverb,B2,,,
that,conjunction,A1,,,
that,determiner,A1,,,
that,pronoun,A1,,,
the,determiner,A1,,,
theater/theatre,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
theft,noun,B1,"News, lifestyles and current affairs",,Personal identification
their,determiner,A1,,,
theirs,pronoun,A2,,,
them,pronoun,A1,,,
theme,noun,B2,,,
themselves,pronoun,A2,,,
then,adverb,A1,,,
theorist,noun,B2,Work and Jobs,,Personal identification
theory,noun,B1,Education,,
therapist,noun,B2,Work and Jobs,,Personal identification
therapy,noun,B2,,,Health and body care
there,adverb,A1,,,
thereafter,adverb,B2,,,
therefore,adverb,A2,,,
thermometer,noun,B2,,,
these,determiner,A1,,,
these,pronoun,A1,,,
thesis,noun,B2,,,Education
they,pronoun,A1,,,
thick,adjective,A1,,,
thickly,adverb,B2,,,
thickness,noun,B2,,,
thief,noun,A2,"News, lifestyles and current affairs",,Relations with other people
thigh,noun,B2,,,
thin,adjective,A1,,,
thing,noun,A1,,,
think,verb,A1,,,
thinker,noun,B2,Work and Jobs,,Personal identification
third,adjective,A2,,,
third person,noun,B2,,,Personal identification
thirdly,adverb,B2,,,
thirst,noun,B2,,,
thirst,verb,B1,,,
thirsty,adjective,A2,,,
thirteen,number,A1,,,
thirty,number,A1,,,
this,determiner,A1,,,
this,pronoun,A1,,,
thorough,adjective,B1,,,
thoroughly,adverb,B2,,,
those,determiner,A1,,,
those,pronoun,A1,,,
though,adverb,B2,,,
though,conjunction,A2,,,
thought,noun,A2,,,
thoughtful,adjective,B2,,,
thoughtless,adjective,B2,,,
thousand,number,A2,,,
thread,noun,B2,,,
threat,noun,B1,"News, lifestyles and current affairs",,
threaten,verb,B2,,,
threatening,adjective,B1,,,
three,number,A1,,,
thrill,noun,B2,,,
thrilled,adjective,B2,,,
thriller,noun,B1,Books and literature,,"Free time, entertainment"
thrilling,adjective,B2,,,
throat,noun,B2,,,Health and body care
through,adverb,B1,,,
through,preposition,A1,,,
throughout,preposition,B1,,,
throw,noun,A1,,,
throw,verb,A2,,,
thumb,noun,B1,,,Health and body care
thump,verb,B1,,,
thunder,noun,B1,Media,,Weather
thunderous,adjective,B1,,,
thunderstorm,noun,A2,Media,,Weather
Thursday,noun,A1,,,
thus,adverb,B1,,,
tick,noun,B1,,,
tick,verb,B1,,,
ticket,noun,A1,,,"Free time, entertainment"
tickle,verb,B2,,,
tide,noun,B1,Media,,
tidy,adjective,A2,,,
tidy,verb,A2,,,
tie,noun,A2,Clothes,,Shopping
tie,verb,B1,,,
tiger,noun,A1,,,
tight,adjective,A1,,,
tight,adverb,B2,,,
tighten,verb,B1,,,
tightly,adverb,B1,,,
tightrope,noun,B2,,,
tights,noun,A2,,,Shopping
tile,noun,B1,,,
till,conjunction,B1,,,
till,preposition,A2,,,
time,noun,A1,,,
time,verb,B2,,,
timeless,adjective,B2,,,
timeliness,noun,B2,,,
timely,adjective,B1,,,
times,preposition,B2,,,
timetable,noun,A2,,,
timing,noun,B2,,,
tin,noun,B1,,,
tiny,adjective,B1,,,
tip,noun,A2,,,
tip,verb,B2,,,
tiptoe,verb,B2,,,
tire,verb,B1,,,
tired,adjective,A1,,,
tiredness,noun,B2,,,
tiresome,adjective,B2,,,
tiring,adjective,B1,,,
tissue,noun,B1,Objects and rooms,,Shopping
title,noun,A2,Books and literature,,"Free time, entertainment"
to,infinitive-to,A1,,,
to,preposition,A1,,,
toast,noun,A2,Food and drink,,Food and drink
tobacco,noun,B1,,,
today,adverb,A1,,,
today,noun,A1,,,
toe,noun,A2,,,Health and body care
toenail,noun,B2,,,Health and body care
together,adverb,A1,,,
toil,verb,B2,,,
toilet,noun,A1,Objects and rooms,,"House and home, environment"
tolerant,adjective,B2,,,
tolerate,verb,B2,,,
toll,noun,B2,Travel and services vocab,,Services
tomato,noun,A1,Food and drink,,Food and drink
tomb,noun,B2,,,
tomorrow,adverb,A1,,,
tomorrow,noun,A1,,,
ton,noun,B2,,,
tone,noun,A2,,,
tongue,noun,B1,,,Health and body care
tonight,adverb,A1,,,
tonight,noun,A2,,,
too,adverb,A1,,,
tool,noun,A1,Objects and rooms,,
tooth,noun,A1,Travel and services vocab,,Health and body care
toothache,noun,A2,,,Health and body care
toothbrush,noun,A2,,,Shopping
toothpaste,noun,B1,Objects and rooms,,Shopping
top,adjective,B1,,,
top,noun,A1,,,
topic,noun,A1,,,
torch,noun,B2,,,
tornado,noun,B1,,,Weather
tortoiseshell,noun,B2,,,
torture,verb,B2,,,
toss,verb,B1,,,
total,adjective,B1,,,
total,noun,B1,,,
totally,adverb,B1,,,
touch,noun,A1,,,
touch,verb,B1,,,
tough,adjective,B2,,,
tour,noun,A2,Travel and services vocab,,Travel
tour,verb,B1,,,
tour guide,noun,A2,,,Personal identification
tourism,noun,B1,Travel and services vocab,,Travel
tourist,noun,A2,Travel and services vocab,,Travel
tournament,noun,B1,,,
toward/towards,preposition,A2,,,
towel,noun,A1,Objects and rooms,,Shopping
tower,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
town,noun,A1,Nationalities and countries,,"House and home, environment"
toxic,adjective,B2,,,
toy,noun,A1,Objects and rooms,,"Free time, entertainment"
trace,noun,B1,,,
trace,verb,B2,,,
track,noun,A2,,,
track,verb,B2,,,
tracksuit,noun,B1,,,
trade,noun,A2,Work and Jobs,,
trade,verb,B2,,,
trader,noun,B2,,,
tradition,noun,A2,Nationalities and countries,,
traditional,adjective,A2,,,
traditionally,adverb,B1,,,
traffic,noun,A2,"Things in the town, shops and shopping",,Services
traffic jam,noun,B1,Travel and services vocab,,Travel
traffic light,noun,A2,,,Travel
tragedy,noun,B1,Books and literature,,"Free time, entertainment"
tragic,adjective,B1,,,
trail,noun,B1,,,
trail,verb,B2,,,
trailer,noun,B2,,,
train,noun,A1,Ways of travelling,,Travel
train,verb,A2,,,
trainee,noun,B2,Work and Jobs,,Personal identification
trainer,noun,B2,Work and Jobs,,Personal identification
training,noun,A2,Work and Jobs,,
trait,noun,B2,,,
traitor,noun,B2,,,
tram,noun,A2,,,Travel
tramp,noun,B2,,,
trample,noun,B2,,,
transcript,noun,B2,,,
transfer,noun,B2,,,
transfer,verb,B1,,,
transform,verb,B1,,,
transformation,noun,B1,,,
transfusion,noun,B2,,,
transient,adjective,B2,,,
transistor,noun,B2,Technical and legal language,,
transition,noun,B2,,,
transitional,adjective,B1,,,
transitive,adjective,B2,,,
translate,verb,B1,,,
translation,noun,B2,Books and literature,,
translator,noun,B2,Work and Jobs,,Personal identification
transmission,noun,B2,,,
transmit,verb,B2,,,
transparent,adjective,B2,,,
transport,noun,B1,,,Travel
transport,verb,B2,,,
transportation,noun,B1,Work and Jobs,,Travel
trap,noun,A2,,,
trash,noun,B1,,,
travel,noun,A2,Hobbies and pastimes,,"Free time, entertainment"
travel,verb,A1,,,
travel agent,noun,B1,"Things in the town, shops and shopping",Travel and services vocab,Services
traveler/traveller,noun,A2,Travel and services vocab,,Travel
traverse,noun,B2,,,
tray,noun,B2,,,
tread,verb,B2,,,
treasure,noun,A2,Personal information,,
treat,noun,B1,,,
treat,verb,B2,,,
treatment,noun,B1,,,
treaty,noun,B2,"News, lifestyles and current affairs",,
tree,noun,A1,Objects and rooms,,"House and home, environment"
trek,noun,B2,,,"Free time, entertainment"
tremble,verb,B1,,,
tremendous,adjective,B1,,,
tremendously,adverb,B2,,,
tremor,noun,B2,,,
trend,noun,B1,,,
trial,noun,B2,,,
triangle,noun,B2,,,
tribe,noun,B2,,,
trick,noun,A2,,,
trick,verb,B2,,,
tricky,adjective,B2,,,
trigger,noun,B1,,,
trim,noun,B1,,,
trio,noun,B2,Arts,,"Free time, entertainment"
trip,noun,A1,Hobbies and pastimes,,Travel
trip,verb,B2,,,
triumph,noun,B1,,,
trivial,adjective,B2,,,
trolley,noun,B2,,,
troop,noun,B2,,,
trophy,noun,B2,,,
tropic,adjective,B2,,,
tropical,adjective,B1,,,
trouble,noun,A2,,,
trouble,verb,B1,,,
troublesome,adjective,B2,,,
trousers,noun,A1,Clothes,,Shopping
truck,noun,A1,"Things in the town, shops and shopping",,Travel
true,adjective,A1,,,
truly,adverb,A2,,,
trumpet,noun,B1,,,
trunk,noun,B2,,,
trust,noun,B2,,,
trust,verb,A2,,,
trustworthy,adjective,B1,,,
trusty,adjective,B2,,,
truth,noun,A2,,,
truthful,adjective,B2,,,
truthfulness,noun,B2,,,
try,noun,A1,,,
try,verb,A2,,,
T-shirt/tee-shirt,noun,A1,Clothes,,Shopping
tub,noun,B2,,,
tube,noun,A1,,,
tuberculosis,noun,B2,Travel and services vocab,,Health and body care
Tuesday,noun,A1,,,
tug,noun,B2,,,
tuition,noun,B2,Education,,
tulip,noun,B2,,,
tumble,verb,B1,,,
tumor/tumour,noun,B2,Travel and services vocab,,Health and body care
tuna,noun,B1,Food and drink,,Food and drink
tune,noun,A2,,,"Free time, entertainment"
tunnel,noun,B2,"Things in the town, shops and shopping",,Travel
turbulence,noun,B1,,,
turbulent,adjective,B2,,,
turkey,noun,A1,Food and drink,,Food and drink
turn,noun,A1,,,
turn,verb,A1,,,
turning,noun,B1,,,
turtle,noun,B1,,,
tutor,noun,B2,,,Personal identification
TV,noun,A1,Objects and rooms,,"House and home, environment"
twelve,number,A1,,,
twenty,number,A1,,,
twice,adverb,A2,,,
twin,noun,B1,Family life,,Personal identification
twinkle,noun,B2,,,
twist,noun,B1,,,
twist,verb,B1,,,
twisted,adjective,B2,,,
two,number,A1,,,
type,noun,A1,,,
type,verb,B1,,,
typhoid,noun,B2,,,
typical,adjective,B1,,,
typically,adverb,B1,,,
tyranny,noun,B2,"News, lifestyles and current affairs",,
tyrant,noun,B2,"News, lifestyles and current affairs",,
ugly,adjective,A1,,,
ultimate,adjective,B2,,,
ultimately,adverb,B2,,,
umbrella,noun,A1,Objects and rooms,,Shopping
unable,adjective,B1,,,
unacceptable,adjective,B2,,,
unafraid,adjective,B1,,,
unashamedly,adverb,B2,,,
unattractive,adjective,B2,,,
unauthorized/unauthorised,adjective,B2,,,
unavailable,adjective,B2,,,
unaware,adjective,B2,,,
unbearable,adjective,B2,,,
unbeatable,adjective,B2,,,
unbelievable,adjective,B1,,,
uncertain,adjective,A2,,,
uncertainty,noun,B1,,,
unchanged,adjective,B2,,,
uncharacteristic,adjective,B2,,,
uncle,noun,A1,Family life,,Personal identification
unclear,adjective,B1,,,
unclearly,adverb,B2,,,
uncomfortable,adjective,A2,,,
uncomfortably,adverb,B2,,,
uncommon,adjective,B2,,,
unconcerned,adjective,B2,,,
unconscious,adjective,B2,,,
uncontrollable,adjective,B1,,,
uncover,verb,B1,,,
under,preposition,A1,,,
underage,adjective,B1,,,
underestimate,verb,B2,,,
undergo,verb,B1,,,
undergraduate,noun,B2,Education,,Education
underground,adjective,B2,,,
underground,adverb,B2,,,
underline,noun,A1,,,
underline,verb,B1,,,
underneath,adverb,B2,,,
underneath,preposition,B1,,,
underpants,noun,B1,Clothes,,Shopping
undersea,adjective,B2,,,
understand,verb,A2,,,
understandable,adjective,B2,,,
understanding,adjective,B2,,,
understanding,noun,B2,,,
undertake,verb,B2,,,
underwater,adjective,A2,,,
underwater,adverb,B2,,,
underwear,noun,B2,Clothes,,Shopping
undo,verb,B1,,,
undoubtedly,adverb,B2,,,
undreamed,adjective,B2,,,
undress,verb,B1,,,
undressed,adjective,B2,,,
unease,noun,B2,,,
uneasily,adverb,B2,,,
uneasy,adjective,A2,,,
unemployed,adjective,B1,,,
unemployment,noun,B1,Work and Jobs,,Daily life
unenthusiastic,adjective,B2,,,
uneven,adjective,B2,,,
unexpected,adjective,B1,,,
unexpectedly,adverb,B1,,,
unfair,adjective,A2,,,
unfairly,adverb,B1,,,
unfamiliar,adjective,B2,,,
unfashionable,adjective,B2,,,
unfit,adjective,B1,,,
unfold,verb,B1,,,
unforeseen,adjective,B2,,,
unforgettable,adjective,A2,,,
unfortunate,adjective,B1,,,
unfortunately,adverb,A2,,,
unfriendly,adjective,B1,,,
ungodly,adjective,B2,,,
unhappiness,noun,B2,,,
unhappy,adjective,A2,,,
unhealthy,adjective,A2,,,
unheard,adjective,B1,,,
unhelpful,adjective,B2,,,
uniform,adjective,A2,,,
uniform,noun,A2,,,Shopping
unify,verb,B1,,,
unimaginable,adjective,B2,,,
unimaginably,adverb,B2,,,
unimportant,adjective,A2,,,
uninterested,adjective,B1,,,
uninteresting,adjective,B1,,,
union,noun,B1,,,
unique,adjective,B1,,,
unit,noun,A2,,,
unite,verb,B1,,,
united,adjective,B2,,,
universal,adjective,B2,,,
universe,noun,B1,,,
university,noun,A2,Education,,Education
unjustly,adverb,B2,,,
unkind,adjective,B2,,,
unknown,adjective,A2,,,
unless,conjunction,B1,,,
unlike,adjective,A2,,,
unlike,preposition,B2,,,
unlikely,adjective,B1,,,
unlimited,adjective,B2,,,
unload,verb,B2,,,
unlock,verb,B2,,,
unlucky,adjective,B1,,,
unmistakable,adjective,B2,,,
unmistakably,adverb,B2,,,
unnatural,adjective,B2,,,
unnecessary,adjective,A2,,,
unofficial,adjective,B2,,,
unpack,verb,B1,,,
unpleasant,adjective,A2,,,
unpopular,adjective,B2,,,
unpredictable,adjective,B1,,,
unrealistic,adjective,B2,,,
unreasonable,adjective,B2,,,
unrelated,adjective,B1,,,
unreliable,adjective,B2,,,
unrest,noun,B2,,,
unsafe,adjective,B2,,,
unsatisfactory,adjective,B2,,,
unselfish,adjective,B2,,,
unstoppable,adjective,B2,,,
unsuccessful,adjective,B2,,,
unsuitable,adjective,B2,,,
unsure,adjective,B2,,,
untalented,adjective,B2,,,
unthinkably,adverb,B2,,,
untidy,adjective,B1,,,
untie,verb,B2,,,
until,conjunction,B1,,,
until,preposition,A1,,,
unto,preposition,B2,,,
untreated,adjective,B2,,,
untrimmed,adjective,B2,,,
unusual,adjective,A2,,,
unusually,adverb,B1,,,
unusualness,noun,B2,,,
unwanted,adjective,B1,,,
unwell,adjective,B1,,,
unwilling,adjective,B2,,,
unwise,adjective,B2,,,
unworldly,adjective,B2,,,
up,adverb,A2,,,
up,preposition,A1,,,
upbringing,noun,B2,,,
update,noun,B2,,,
update,verb,B1,,,
upgrade,noun,B2,,,
upgrade,verb,B2,,,
uplifted,adjective,B1,,,
upload,verb,B1,,,
upon,preposition,A2,,,
upper,adjective,B1,,,
upright,adjective,B2,,,
upright,adverb,B2,,,
upset,adjective,A2,,,
upset,verb,B2,,,
upside down,adjective,B2,,,
upside down,adverb,B2,,,
upstairs,adjective,B1,,,
upstairs,adverb,A2,,,
upstairs,noun,B1,Objects and rooms,,"House and home, environment"
up-to-date,adjective,B1,,,
upward,adjective,B1,,,
urban,adjective,B2,,,
urge,noun,B1,,,
urge,verb,B2,,,
urgent,adjective,B1,,,
urgently,adverb,B2,,,
us,pronoun,A1,,,
usage,noun,B1,,,
use,noun,A2,,,
use,verb,A1,,,
used,adjective,A2,,,
used to,modal auxiliary,B1,,,
useful,adjective,A2,,,
useless,adjective,B1,,,
user,noun,B2,,,Personal identification
usher,verb,B2,,,
usual,adjective,A2,,,
usually,adverb,A1,,,
utility,noun,B2,,,
utilize/utilise,verb,B2,,,
utter,verb,B2,,,
utterly,adverb,B2,,,
vacancy,noun,B1,,,
vacant,adjective,B2,,,
vacation,noun,A1,Holidays,,"Free time, entertainment"
vaccine,noun,B2,Travel and services vocab,,Health and body care
vague,adjective,B1,,,
vain,adjective,B1,,,
valentine,noun,B2,,,
valid,adjective,B2,,,
valley,noun,A2,,,
valuable,adjective,B1,,,
value,noun,A2,,,
value,verb,B2,,,
van,noun,B1,Ways of travelling,,Travel
vanish,verb,B2,,,
vanity,noun,B2,,,
variation,noun,B2,,,
varied,adjective,B2,,,
variety,noun,B1,,,
various,adjective,B1,,,
vary,verb,B1,,,
vase,noun,A1,Objects and rooms,,Shopping
vast,adjective,B1,,,
vegetable,noun,A1,Food and drink,,Food and drink
vegetarian,adjective,B1,,,
vegetarian,noun,B1,Personal information,,Personal identification
vehicle,noun,B1,Ways of travelling,,Travel
vein,noun,B1,,,
venture,noun,B2,,,
venue,noun,B2,,,Travel
verb,noun,A2,Education,,Language
